ID,V2,V5,V6,DrivingStyle
DR_40240,550,1888,2,Normal
DR_33965,851,4467,2,Normal
DR_41355,536,1749,2,Normal
DR_43095,562,1386,2,Normal
DR_37893,527,1733,2,Normal
DR_65226,761,2191,2,Aggressive
DR_52461,553,1677,2,Normal
DR_27544,527,1471,2,Vague
DR_21759,505,1636,2,Vague
DR_51051,549,1587,2,Normal
DR_42682,590,2032,2,Normal
DR_48556,565,1642,2,Vague
DR_34811,529,1171,2,Normal
DR_64095,540,1628,2,Aggressive
DR_27235,546,1572,2,Vague
DR_53141,549,1379,2,Vague
DR_24585,559,1940,2,Normal
DR_11768,526,1541,2,Normal
DR_57849,540,1512,2,Vague
DR_59644,574,1671,2,Normal
DR_74985,538,1797,2,Normal
DR_54447,529,1529,2,Normal
DR_52211,553,2232,2,Normal
DR_26857,565,2160,2,Normal
DR_15999,543,1504,2,Normal
DR_38748,544,1446,2,Normal
DR_49970,549,2197,2,Vague
DR_65814,538,2272,2,Normal
DR_21463,550,1355,2,Vague
DR_47266,564,766,2,Vague
DR_13353,531,1667,2,Normal
DR_36795,538,1694,2,Normal
DR_6668,542,1583,2,Vague
DR_4132,567,1242,2,Vague
DR_55920,587,1432,2,Normal
DR_63212,580,2288,2,Vague
DR_52947,556,1778,2,Vague
DR_29126,1711,18462,6,Aggressive
DR_51318,532,1716,2,Vague
DR_14015,1268,5679,2,Vague
DR_39639,1956,21470,6,Aggressive
DR_57211,1042,2334,4,Vague
DR_57190,1706,22206,6,Normal
DR_65603,1970,20077,6,Normal
DR_50005,1690,19269,6,Vague
DR_31153,1996,16070,6,Normal
DR_24049,554,2074,2,Normal
DR_46915,710,3240,2,Normal
DR_68360,1723,14345,5,Aggressive
DR_34039,545,1509,2,Normal
DR_59462,1228,4453,4,Normal
DR_50823,497,1520,2,Aggressive
DR_30539,532,1731,2,Normal
DR_53851,514,1385,2,Normal
DR_51859,565,1973,2,Normal
DR_30753,1714,18353,6,Normal
DR_32502,534,1139,2,Normal
DR_64265,584,1498,2,Normal
DR_66280,551,1675,2,Normal
DR_46423,565,1750,2,Normal
DR_13196,573,1806,2,Normal
DR_41805,555,1780,2,Normal
DR_20641,561,1821,2,Normal
DR_39698,521,1247,2,Normal
DR_39446,586,1480,2,Normal
DR_54004,552,1245,2,Normal
DR_29680,553,1534,2,Normal
DR_49530,523,1779,2,Normal
DR_22918,557,1601,2,Normal
DR_23792,546,2230,2,Normal
DR_37596,541,992,2,Normal
DR_55874,583,2043,2,Normal
DR_43061,538,2372,2,Normal
DR_7224,553,2039,2,Normal
DR_31741,533,1738,2,Vague
DR_62454,583,2130,2,Aggressive
DR_44372,545,1746,2,Normal
DR_58223,572,1794,2,Vague
DR_54589,526,1646,2,Normal
DR_70137,556,1424,2,Normal
DR_51011,544,1677,2,Normal
DR_32271,550,1829,2,Normal
DR_64675,567,1711,2,Normal
DR_37811,565,1954,2,Vague
DR_58225,553,1594,2,Vague
DR_44258,524,2025,2,Vague
DR_71845,530,1076,2,Normal
DR_58344,592,1976,2,Aggressive
DR_10725,581,1979,2,Normal
DR_14152,531,1396,2,Normal
DR_48603,549,1538,2,Normal
DR_28935,586,2464,2,Normal
DR_39521,558,1889,2,Vague
DR_22382,627,3092,2,Normal
DR_25611,580,1769,2,Normal
DR_36685,566,1685,2,Vague
DR_54881,554,1815,2,Vague
DR_52513,569,1949,2,Vague
DR_10139,605,2053,2,Vague
DR_48001,552,2058,2,Normal
DR_44963,518,1522,2,Vague
DR_31008,552,2242,2,Normal
DR_41317,2032,19600,5,Normal
DR_36235,765,2790,2,Vague
DR_33656,582,2159,2,Vague
DR_64415,591,1925,2,Vague
DR_38905,393,766,2,Vague
DR_54037,521,1316,2,Normal
DR_62227,552,1403,2,Vague
DR_49940,592,2075,2,Vague
DR_24551,559,1615,2,Normal
DR_43408,554,1758,2,Vague
DR_58336,517,1346,2,Vague
DR_44769,513,1924,2,Normal
DR_42672,773,3420,2,Vague
DR_51610,1681,22653,5,Normal
DR_10797,596,2284,2,Normal
DR_23483,1736,27521,6,Vague
DR_25504,492,1293,2,Vague
DR_23642,547,1592,2,Vague
DR_59311,554,1438,2,Vague
DR_40211,629,2928,2,Normal
DR_6902,573,1400,2,Normal
DR_69996,526,1712,2,Normal
DR_54252,567,1078,2,Normal
DR_10268,547,1389,2,Normal
DR_52622,578,1615,2,Normal
DR_40906,609,2030,2,Normal
DR_51833,502,1509,2,Normal
DR_43602,575,1580,2,Normal
DR_53429,546,1587,2,Normal
DR_27330,551,1575,2,Normal
DR_12621,535,1260,2,Normal
DR_33477,557,1623,2,Normal
DR_43034,540,1464,2,Normal
DR_58979,557,1277,2,Normal
DR_22269,518,2213,2,Normal
DR_57268,559,1474,2,Normal
DR_22540,556,1845,2,Normal
DR_32720,559,1238,2,Aggressive
DR_17752,580,1952,2,Normal
DR_10746,543,1925,2,Vague
DR_36587,493,1198,2,Normal
DR_7087,560,1604,2,Normal
DR_38244,542,1442,2,Normal
DR_18607,559,1983,2,Normal
DR_20932,560,2369,2,Normal
DR_24558,562,2105,2,Normal
DR_52152,571,1464,2,Normal
DR_70554,584,1535,2,Vague
DR_11311,553,1620,2,Normal
DR_50969,549,1736,2,Vague
DR_13381,554,1622,2,Normal
DR_26630,562,1476,2,Vague
DR_46504,583,1225,2,Normal
DR_48766,563,1635,2,Normal
DR_51854,553,1530,2,Normal
DR_64140,549,1871,2,Normal
DR_72963,566,1655,2,Vague
DR_54390,554,1657,2,Normal
DR_21157,1675,18404,5,Vague
DR_12997,1703,27044,6,Normal
DR_29150,758,2411,2,Vague
DR_66502,560,1988,2,Vague
DR_73483,595,1988,2,Normal
DR_20787,589,1426,2,Normal
DR_34962,603,2423,2,Normal
DR_64683,587,1931,2,Normal
DR_35377,625,2522,2,Vague
DR_66401,549,2314,2,Normal
DR_10829,620,2705,2,Vague
DR_73308,659,2159,2,Vague
DR_74276,1986,13202,5,Aggressive
DR_46980,524,1680,2,Vague
DR_71868,917,2114,3,Normal
DR_29514,589,1379,2,Normal
DR_27997,527,1314,2,Vague
DR_69053,1016,2494,4,Vague
DR_41037,722,2659,2,Vague
DR_74952,1710,12205,4,Aggressive
DR_27690,1694,11979,4,Vague
DR_73205,625,1914,2,Normal
DR_14888,1726,18571,5,Normal
DR_64926,1695,20570,6,Vague
DR_5309,1772,14999,5,Aggressive
DR_26278,593,2013,2,Vague
DR_21388,563,2140,2,Vague
DR_46270,597,2402,2,Vague
DR_5471,582,2195,2,Vague
DR_20676,1745,27108,6,Aggressive
DR_36644,584,1791,2,Normal
DR_60070,571,1709,2,Normal
DR_12485,1429,6339,4,Normal
DR_4729,573,2327,2,Normal
DR_60450,575,3031,2,Normal
DR_70290,573,1536,2,Normal
DR_70692,981,5698,2,Normal
DR_27640,563,2115,2,Normal
DR_35108,566,1372,2,Normal
DR_63385,550,1834,2,Normal
DR_35570,528,2243,2,Normal
DR_64152,575,2159,2,Normal
DR_37590,527,1883,2,Normal
DR_18323,562,1763,2,Normal
DR_14320,1673,15399,5,Normal
DR_49898,538,1474,2,Normal
DR_19773,571,1988,2,Normal
DR_56766,564,1886,2,Normal
DR_49915,598,2035,2,Aggressive
DR_66295,540,1407,2,Normal
DR_57589,555,1450,2,Normal
DR_18788,1674,17036,5,Normal
DR_12112,703,2023,2,Vague
DR_20616,529,1386,2,Normal
DR_21459,1948,12292,6,Aggressive
DR_24083,1698,13144,5,Normal
DR_50546,548,1730,2,Normal
DR_30809,560,1180,2,Vague
DR_71927,568,2251,2,Normal
DR_48877,528,1681,2,Vague
DR_26844,581,1796,2,Normal
DR_34030,553,1333,2,Vague
DR_14933,1702,13160,5,Aggressive
DR_75171,573,2047,2,Vague
DR_27851,1688,25674,6,Vague
DR_42529,527,1516,2,Vague
DR_63509,1158,3092,3,Normal
DR_17347,642,2352,2,Vague
DR_11473,614,2252,2,Vague
DR_59530,561,1569,2,Normal
DR_59342,523,2047,2,Normal
DR_32968,1794,19084,6,Vague
DR_69225,1697,24143,5,Normal
DR_53360,1232,15687,4,Normal
DR_21943,1923,31862,7,Vague
DR_73286,1991,23169,6,Normal
DR_66245,1658,13109,5,Normal
DR_18044,1564,7084,5,Vague
DR_56973,1185,2516,4,Vague
DR_6004,1997,19193,5,Normal
DR_30412,1951,20290,6,Aggressive
DR_46812,1977,8660,4,Aggressive
DR_13859,1736,19501,6,Normal
DR_56288,2018,13479,5,Normal
DR_65349,2046,17304,5,Normal
DR_47607,2018,20197,6,Aggressive
DR_32345,2008,18059,6,Aggressive
DR_16260,1143,13805,3,Normal
DR_32235,1195,8890,3,Normal
DR_65422,1688,23601,6,Vague
DR_16749,530,1633,2,Vague
DR_38266,552,1711,2,Vague
DR_12946,1692,17072,5,Normal
DR_59440,508,1915,2,Vague
DR_59631,611,1940,2,Normal
DR_19700,585,1431,2,Vague
DR_32426,571,1243,2,Vague
DR_40246,577,2344,2,Vague
DR_30057,534,2328,2,Normal
DR_71914,808,2362,4,Normal
DR_24563,1736,18943,6,Normal
DR_26532,631,1970,2,Normal
DR_47072,566,1925,2,Normal
DR_46843,603,629,2,Normal
DR_70190,585,1726,2,Normal
DR_21708,551,1686,2,Normal
DR_33395,559,2029,2,Normal
DR_53821,2026,17810,5,Aggressive
DR_12011,569,1945,2,Normal
DR_27159,524,1591,2,Normal
DR_57840,589,1849,2,Normal
DR_60921,534,1207,2,Normal
DR_54563,521,1594,2,Aggressive
DR_15433,633,2645,2,Vague
DR_4156,536,1613,2,Vague
DR_67546,555,1776,2,Vague
DR_52199,542,777,2,Normal
DR_27856,560,1620,2,Vague
DR_70791,561,2096,2,Normal
DR_41841,563,1612,2,Normal
DR_38515,562,1585,2,Normal
DR_42091,564,1109,2,Normal
DR_49616,545,1779,2,Vague
DR_27759,540,1995,2,Normal
DR_30675,598,2625,2,Vague
DR_68558,567,1630,2,Vague
DR_42193,570,1354,2,Vague
DR_40151,563,1859,2,Normal
DR_50735,571,2023,2,Vague
DR_54713,513,1488,2,Vague
DR_60098,2001,13519,6,Normal
DR_73417,573,1724,2,Normal
DR_66989,1664,21694,6,Normal
DR_35380,573,1685,2,Normal
DR_58324,488,1524,2,Normal
DR_22926,602,1583,2,Vague
DR_18908,597,2249,2,Vague
DR_19894,1809,22030,6,Vague
DR_20372,711,8227,2,Normal
DR_69041,503,798,2,Vague
DR_54091,1957,13824,4,Aggressive
DR_73786,1696,24525,6,Aggressive
DR_4304,551,1904,2,Vague
DR_25438,564,1917,2,Vague
DR_61603,1581,11105,6,Vague
DR_17386,2036,21457,6,Vague
DR_41833,1710,18792,6,Aggressive
DR_47388,603,2653,2,Normal
DR_17259,523,1735,2,Normal
DR_56498,558,1373,2,Normal
DR_49635,541,1482,2,Vague
DR_10183,555,1381,2,Normal
DR_42883,537,1738,2,Aggressive
DR_52773,567,1483,2,Normal
DR_28992,561,1380,2,Aggressive
DR_53151,558,1373,2,Vague
DR_52765,555,1673,2,Normal
DR_42260,562,1385,2,Aggressive
DR_11331,543,1057,2,Vague
DR_38251,552,1714,2,Aggressive
DR_32686,566,1777,2,Aggressive
DR_49866,571,1830,2,Normal
DR_13269,561,1018,2,Aggressive
DR_16355,539,1568,2,Normal
DR_34806,570,1493,2,Normal
DR_56083,536,1539,2,Normal
DR_35549,523,1497,2,Normal
DR_60387,571,1265,2,Vague
DR_20030,571,1871,2,Vague
DR_39576,526,1410,2,Vague
DR_5908,721,1471,2,Vague
DR_55812,492,1096,2,Aggressive
DR_50271,562,1566,2,Normal
DR_47075,426,845,2,Normal
DR_13230,525,1833,2,Normal
DR_18774,578,2107,2,Normal
DR_74307,553,1389,2,Normal
DR_23086,519,1794,2,Normal
DR_68944,579,1242,2,Normal
DR_39354,543,1576,2,Normal
DR_41072,546,1887,2,Normal
DR_36494,564,1311,2,Aggressive
DR_53609,557,1549,2,Normal
DR_22620,540,1680,2,Aggressive
DR_34274,553,1369,2,Normal
DR_18576,543,2155,2,Normal
DR_56833,564,1700,2,Normal
DR_19464,557,1215,2,Normal
DR_14652,598,2691,2,Normal
DR_31782,565,1537,2,Normal
DR_31180,542,1966,2,Normal
DR_52314,569,1738,2,Normal
DR_25557,564,2078,2,Vague
DR_56981,548,1755,2,Aggressive
DR_21602,569,1247,2,Aggressive
DR_17969,535,1690,2,Normal
DR_4908,556,1304,2,Normal
DR_47871,575,1962,2,Vague
DR_25218,547,1987,2,Normal
DR_35951,574,1942,2,Vague
DR_34885,577,1605,2,Vague
DR_18747,540,2198,2,Vague
DR_53169,572,1896,2,Vague
DR_21325,538,2586,2,Vague
DR_12371,571,1292,2,Vague
DR_5898,575,1761,2,Vague
DR_37956,544,1705,2,Normal
DR_32539,550,1705,2,Vague
DR_39613,570,1465,2,Vague
DR_13752,559,1794,2,Normal
DR_22505,539,1286,2,Normal
DR_49456,579,1696,2,Normal
DR_69007,573,1267,2,Vague
DR_16600,563,1564,2,Vague
DR_42850,517,1272,2,Normal
DR_16465,556,1513,2,Vague
DR_30697,555,1922,2,Normal
DR_35050,534,1687,2,Vague
DR_4690,552,1435,2,Normal
DR_24510,525,1386,2,Vague
DR_37420,548,1278,2,Normal
DR_48590,502,1451,2,Normal
DR_5660,589,1753,2,Vague
DR_39013,584,1678,2,Vague
DR_22393,543,1640,2,Normal
DR_25265,528,1786,2,Normal
DR_12607,520,1508,2,Vague
DR_45151,695,2699,2,Aggressive
DR_11668,554,1474,2,Vague
DR_35094,471,1044,2,Vague
DR_10121,1972,10264,4,Normal
DR_72661,776,6487,2,Vague
DR_4974,644,1862,2,Normal
DR_28951,593,2707,2,Normal
DR_52485,556,1447,2,Normal
DR_28582,540,1683,2,Aggressive
DR_72656,582,2477,2,Normal
DR_50839,561,1647,2,Normal
DR_61571,554,1249,2,Vague
DR_24561,557,1810,2,Vague
DR_70013,534,1727,2,Vague
DR_19460,535,1950,2,Normal
DR_6001,560,1400,2,Normal
DR_54649,553,1768,2,Vague
DR_53431,525,1638,2,Vague
DR_14183,553,1540,2,Normal
DR_31291,574,1473,2,Vague
DR_54839,539,1497,2,Normal
DR_48507,585,1773,2,Normal
DR_48188,544,1317,2,Vague
DR_58458,538,1698,2,Vague
DR_69696,517,1435,2,Vague
DR_55955,581,1434,2,Vague
DR_14809,640,2233,2,Vague
DR_14659,605,1543,2,Normal
DR_30858,1706,24728,6,Vague
DR_35278,509,1441,2,Normal
DR_24701,562,1713,2,Vague
DR_44672,597,2410,2,Normal
DR_38658,564,2297,2,Normal
DR_57851,601,2420,2,Vague
DR_40607,535,1731,2,Normal
DR_44892,785,2173,3,Normal
DR_53802,496,1295,2,Normal
DR_18885,962,2722,4,Normal
DR_75178,966,1906,3,Vague
DR_27730,561,1826,2,Vague
DR_54808,505,1551,2,Normal
DR_38815,526,1689,2,Normal
DR_47482,550,1739,2,Vague
DR_23840,640,1504,2,Vague
DR_14128,567,2119,2,Vague
DR_26783,539,1145,2,Aggressive
DR_71463,554,1450,2,Vague
DR_35591,559,1805,2,Normal
DR_49243,545,1916,2,Normal
DR_59997,590,1641,2,Normal
DR_22916,559,1679,2,Normal
DR_20478,561,1747,2,Normal
DR_56619,542,1939,2,Normal
DR_14943,554,1467,2,Normal
DR_62477,531,1524,2,Normal
DR_5236,527,1259,2,Normal
DR_33825,527,1316,2,Normal
DR_49549,573,1163,2,Normal
DR_17594,541,1927,2,Normal
DR_55121,579,1617,2,Normal
DR_33887,569,1587,2,Normal
DR_21926,572,2001,2,Normal
DR_35877,573,1803,2,Normal
DR_52099,556,1661,2,Normal
DR_43888,544,1442,2,Normal
DR_68331,558,1212,2,Vague
DR_58888,585,1478,2,Normal
DR_73873,540,1782,2,Normal
DR_24066,539,1248,2,Vague
DR_61883,529,2067,2,Normal
DR_68206,540,1156,2,Aggressive
DR_17275,548,1132,2,Vague
DR_71902,580,1526,2,Normal
DR_62118,564,1642,2,Vague
DR_16735,571,1600,2,Normal
DR_49074,540,1225,2,Normal
DR_53899,559,1424,2,Aggressive
DR_71897,566,1255,2,Vague
DR_11788,550,1679,2,Normal
DR_57804,599,1542,2,Aggressive
DR_20379,550,2268,2,Normal
DR_44626,551,1313,2,Vague
DR_71658,503,1836,2,Normal
DR_67695,558,1872,2,Vague
DR_35251,532,1186,2,Aggressive
DR_6042,547,2456,2,Aggressive
DR_31202,509,1666,2,Vague
DR_67799,567,1819,2,Aggressive
DR_12197,521,1566,2,Normal
DR_50125,1718,22086,6,Normal
DR_23276,468,636,2,Aggressive
DR_69737,600,1755,2,Normal
DR_57095,1241,3466,4,Vague
DR_66171,619,2656,2,Normal
DR_60497,512,1428,2,Vague
DR_35196,603,2420,2,Aggressive
DR_17335,727,3704,3,Normal
DR_5626,561,1832,2,Aggressive
DR_44624,534,1800,2,Vague
DR_18136,507,825,2,Aggressive
DR_5981,499,1318,2,Aggressive
DR_33175,532,1861,2,Normal
DR_57798,1700,12727,5,Aggressive
DR_74016,544,1703,2,Normal
DR_23327,937,7614,3,Normal
DR_24820,598,1693,2,Aggressive
DR_58108,772,3021,2,Aggressive
DR_37949,629,2098,2,Aggressive
DR_17662,545,1618,2,Vague
DR_65352,562,1625,2,Vague
DR_24668,526,1236,2,Vague
DR_5343,548,1358,2,Vague
DR_18567,551,1705,2,Normal
DR_35758,561,1633,2,Normal
DR_19147,529,1245,2,Normal
DR_64765,568,1690,2,Normal
DR_32321,544,1394,2,Normal
DR_38070,556,1381,2,Normal
DR_42824,553,1467,2,Normal
DR_26405,579,2067,2,Normal
DR_33635,560,1242,2,Normal
DR_4509,552,1049,2,Normal
DR_50650,547,1046,2,Aggressive
DR_30897,567,1104,2,Normal
DR_43485,570,1749,2,Normal
DR_26753,568,1793,2,Normal
DR_64777,568,1555,2,Normal
DR_66946,558,1625,2,Normal
DR_7351,586,1935,2,Vague
DR_31871,567,2179,2,Normal
DR_59157,532,1496,2,Normal
DR_64300,556,1167,2,Normal
DR_42574,536,1259,2,Vague
DR_38560,584,2093,2,Normal
DR_51126,536,940,2,Aggressive
DR_61362,574,1154,2,Vague
DR_15562,556,2686,2,Vague
DR_73127,561,1188,2,Normal
DR_65911,556,1568,2,Vague
DR_47532,578,1987,2,Vague
DR_19675,611,1683,2,Vague
DR_68689,558,2092,2,Vague
DR_16175,565,1580,2,Aggressive
DR_54618,602,1878,2,Aggressive
DR_15312,552,1355,2,Aggressive
DR_7001,537,1246,2,Vague
DR_14340,942,3112,4,Aggressive
DR_24594,882,5534,3,Aggressive
DR_27094,538,1249,2,Normal
DR_43221,543,1158,2,Aggressive
DR_13746,529,1798,2,Aggressive
DR_13183,1960,12490,4,Aggressive
DR_69910,510,1436,2,Aggressive
DR_32764,821,954,3,Aggressive
DR_51009,1729,27410,6,Aggressive
DR_46064,2003,13787,5,Aggressive
DR_51225,1747,24800,6,Aggressive
DR_59544,1720,13835,6,Aggressive
DR_22039,564,1649,2,Aggressive
DR_11544,695,1996,2,Aggressive
DR_39115,1277,2913,4,Normal
DR_28930,577,2047,2,Aggressive
DR_40231,506,782,2,Aggressive
DR_45815,593,1949,2,Normal
DR_39584,628,1827,2,Aggressive
DR_11952,537,1746,2,Normal
DR_26248,644,1816,2,Vague
DR_54707,585,1926,2,Normal
DR_7356,635,2103,2,Normal
DR_19260,572,1710,2,Normal
DR_34391,1646,10607,5,Normal
DR_52541,567,1105,2,Normal
DR_25985,582,1661,2,Normal
DR_62205,1685,15540,4,Normal
DR_17542,557,1801,2,Normal
DR_18170,523,1115,2,Normal
DR_46363,521,1768,2,Normal
DR_18863,953,8018,2,Normal
DR_16598,683,3151,2,Aggressive
DR_18154,969,2085,4,Normal
DR_54214,559,1895,2,Normal
DR_62567,527,1399,2,Normal
DR_50086,611,1890,2,Normal
DR_5046,559,2034,2,Normal
DR_54377,607,1788,2,Normal
DR_43118,558,1919,2,Vague
DR_69875,582,1302,2,Normal
DR_61789,570,1460,2,Vague
DR_34768,935,5373,2,Normal
DR_25103,1070,9219,2,Normal
DR_7244,1363,5130,4,Normal
DR_46384,1648,10336,4,Normal
DR_21528,1635,10284,4,Vague
DR_62398,840,1741,3,Normal
DR_19380,810,1878,3,Normal
DR_42995,576,1380,2,Normal
DR_12465,1661,29650,6,Vague
DR_23909,1699,12111,4,Vague
DR_55026,555,1702,2,Normal
DR_12722,1719,16050,6,Aggressive
DR_16437,1376,9345,6,Vague
DR_33750,1728,17988,5,Vague
DR_56181,591,1489,2,Normal
DR_41861,1710,25810,5,Vague
DR_66104,1333,7478,3,Vague
DR_66439,1788,23866,6,Vague
DR_13330,2020,26310,6,Vague
DR_61447,1667,13585,6,Vague
DR_63697,1733,22232,6,Normal
DR_40405,1705,19414,6,Normal
DR_35654,1691,24325,6,Normal
DR_22616,723,6921,2,Vague
DR_37513,1705,22826,5,Aggressive
DR_74135,543,2201,2,Vague
DR_59478,1751,12820,5,Aggressive
DR_40215,1732,17797,6,Vague
DR_16200,490,1318,2,Vague
DR_64145,1721,24548,6,Normal
DR_47407,1699,18825,6,Normal
DR_71156,1700,23870,6,Aggressive
DR_33476,1721,13393,5,Vague
DR_62732,1726,19248,6,Normal
DR_36495,1692,11499,4,Vague
DR_36161,491,1662,2,Vague
DR_37238,1725,18148,6,Vague
DR_74258,2016,17787,5,Normal
DR_57123,1734,23198,6,Normal
DR_36859,1965,9246,5,Aggressive
DR_34580,1706,19352,6,Vague
DR_4182,559,2243,2,Vague
DR_66630,1737,25716,6,Aggressive
DR_46301,1710,21564,6,Normal
DR_66853,2035,24320,5,Aggressive
DR_7477,1730,11870,5,Normal
DR_5875,673,1061,2,Vague
DR_19197,1584,10104,6,Vague
DR_35801,1678,14801,6,Normal
DR_57025,520,1784,2,Normal
DR_50586,613,3575,2,Vague
DR_29955,1568,12188,4,Vague
DR_4343,1636,19115,5,Vague
DR_56612,808,2888,2,Vague
DR_5860,543,1812,2,Normal
DR_23534,1728,8946,4,Vague
DR_75030,1683,23295,6,Normal
DR_5266,1549,22149,5,Normal
DR_46003,614,2159,2,Normal
DR_49143,1660,12668,6,Normal
DR_39741,957,2373,3,Normal
DR_31925,565,1773,2,Normal
DR_54777,538,1722,2,Normal
DR_43276,516,1649,2,Aggressive
DR_38124,1831,10983,4,Normal
DR_23429,981,5612,2,Normal
DR_31242,584,1697,2,Normal
DR_39900,520,1978,2,Normal
DR_34052,508,1293,2,Normal
DR_27252,733,2312,2,Normal
DR_43828,1715,13484,4,Normal
DR_19877,560,1264,2,Normal
DR_48885,586,1971,2,Normal
DR_40964,619,2524,2,Normal
DR_57832,1687,20244,6,Normal
DR_45352,535,1879,2,Normal
DR_48832,536,1095,2,Normal
DR_18681,620,2093,2,Vague
DR_4229,533,1672,2,Normal
DR_66483,527,1486,2,Normal
DR_71405,523,1625,2,Normal
DR_30522,554,1758,2,Vague
DR_13485,1707,12712,5,Normal
DR_54337,533,1125,2,Normal
DR_15035,598,2261,2,Vague
DR_4243,585,1840,2,Normal
DR_53839,503,1950,2,Normal
DR_70036,537,1525,2,Vague
DR_28917,579,1330,2,Vague
DR_54647,955,2840,4,Normal
DR_24728,592,1714,2,Vague
DR_61600,565,1556,2,Normal
DR_71688,520,1868,2,Normal
DR_39187,1722,29121,6,Normal
DR_29219,512,1328,2,Aggressive
DR_46306,590,1742,2,Normal
DR_53697,2019,29381,7,Aggressive
DR_12618,606,1676,2,Vague
DR_55809,2025,26761,6,Aggressive
DR_40124,1696,22848,6,Vague
DR_55261,887,3774,2,Vague
DR_38895,587,1216,2,Vague
DR_6357,2043,20490,6,Aggressive
DR_69557,535,1632,2,Normal
DR_38228,2076,22980,6,Normal
DR_54287,1685,10748,4,Vague
DR_30380,2023,11843,5,Aggressive
DR_30225,1730,18963,6,Normal
DR_50386,1974,7074,5,Normal
DR_52384,1988,19918,5,Aggressive
DR_32035,996,2079,3,Normal
DR_35052,1420,10004,6,Aggressive
DR_20658,1969,19397,6,Aggressive
DR_29121,511,1313,2,Aggressive
DR_55781,637,357,2,Normal
DR_43150,2050,16008,5,Aggressive
DR_64732,959,3440,4,Aggressive
DR_17254,1442,5914,5,Normal
DR_16076,902,5143,3,Normal
DR_20019,587,1797,2,Aggressive
DR_6606,641,1128,2,Aggressive
DR_4340,923,2235,4,Vague
DR_41998,908,2715,3,Normal
DR_42819,425,910,2,Vague
DR_13821,1550,3305,3,Normal
DR_18097,734,2636,2,Normal
DR_61480,585,1813,2,Normal
DR_72566,556,1749,2,Normal
DR_46163,1651,13054,5,Normal
DR_74771,576,1434,2,Normal
DR_20170,570,1852,2,Normal
DR_58500,568,1293,2,Aggressive
DR_57825,975,2315,4,Normal
DR_68532,593,1748,2,Normal
DR_49372,531,488,2,Aggressive
DR_51662,592,2376,2,Normal
DR_69178,551,1842,2,Normal
DR_53567,609,1740,2,Aggressive
DR_60183,576,2307,2,Normal
DR_64977,549,1860,2,Vague
DR_36951,589,2465,2,Vague
DR_36141,532,1390,2,Normal
DR_16952,626,2123,2,Vague
DR_28274,541,1954,2,Aggressive
DR_66105,580,1750,2,Vague
DR_38298,594,2152,2,Vague
DR_49324,551,1713,2,Vague
DR_61794,570,1422,2,Vague
DR_26436,562,1466,2,Aggressive
DR_62932,550,1299,2,Aggressive
DR_72593,714,3316,2,Normal
DR_47832,571,1900,2,Aggressive
DR_20385,565,1855,2,Aggressive
DR_60802,583,1863,2,Aggressive
DR_43601,571,1993,2,Aggressive
DR_17566,636,2371,2,Normal
DR_31039,573,1955,2,Aggressive
DR_40698,652,1934,2,Aggressive
DR_37517,918,2598,4,Vague
DR_12631,552,1425,2,Aggressive
DR_42620,558,1866,2,Normal
DR_50504,793,850,3,Aggressive
DR_4879,884,1722,3,Normal
DR_38513,584,1579,2,Vague
DR_69709,625,2375,2,Normal
DR_61370,576,1744,2,Vague
DR_60045,618,2485,2,Normal
DR_56481,1045,6574,3,Normal
DR_14044,590,1502,2,Aggressive
DR_61663,1013,7684,3,Normal
DR_15010,586,2323,2,Aggressive
DR_16371,538,1543,2,Normal
DR_68073,519,1580,2,Aggressive
DR_24196,574,2239,2,Normal
DR_25792,498,1162,2,Aggressive
DR_33909,462,2762,2,Normal
DR_53324,422,685,2,Normal
DR_39419,695,640,2,Normal
DR_37760,565,1482,2,Normal
DR_42756,658,3043,2,Vague
DR_72857,495,1427,2,Normal
DR_38471,567,1701,2,Aggressive
DR_15806,510,1145,2,Vague
DR_55531,586,2383,2,Normal
DR_40209,529,1724,2,Normal
DR_28973,502,1521,2,Normal
DR_20207,565,2056,2,Normal
DR_29867,583,1734,2,Normal
DR_5371,582,2335,2,Normal
DR_49302,565,1544,2,Normal
DR_24978,595,1960,2,Normal
DR_54351,570,2217,2,Normal
DR_64243,568,2202,2,Normal
DR_54424,505,1266,2,Normal
DR_72522,1701,14661,5,Normal
DR_56338,579,1448,2,Normal
DR_69275,552,1939,2,Normal
DR_67353,562,1262,2,Normal
DR_43414,543,2116,2,Normal
DR_15001,573,1024,2,Normal
DR_18277,590,1670,2,Normal
DR_64585,556,1974,2,Vague
DR_69742,549,820,2,Vague
DR_16011,514,1609,2,Normal
DR_42771,535,2015,2,Normal
DR_66274,527,1637,2,Vague
DR_73803,580,1451,2,Vague
DR_42152,536,2265,2,Vague
DR_65930,559,1926,2,Normal
DR_24656,577,2225,2,Normal
DR_6220,553,1393,2,Normal
DR_68462,532,1651,2,Normal
DR_71477,531,2121,2,Vague
DR_62145,530,1667,2,Vague
DR_35201,545,2557,2,Vague
DR_27546,557,1695,2,Vague
DR_6231,583,2078,2,Vague
DR_19974,567,1855,2,Normal
DR_33983,1695,22994,5,Aggressive
DR_53403,596,1568,2,Vague
DR_70749,634,2188,2,Normal
DR_11830,1690,22470,6,Normal
DR_35293,1690,13462,5,Vague
DR_33868,1635,6990,3,Vague
DR_56358,592,2229,2,Vague
DR_26983,561,1780,2,Normal
